#,Brand,Industry,Times Advertised,Unique Profiles,Decision Maker,Role,Email,Influencer1,Role,Email,Influencer2,Role,Email,Influencer3,Role,Email,Influencer4,Role,Email,Variants Merged,All Variants
148.0,Real Music Greece,Entertainment,158.0,13.0,,,,,,,,,,,,,,,,2.0,Real Music Greece | Realme
149.0,Redken,Beauty,158.0,96.0,,,,,,,,,,,,,,,,1.0,
150.0,Bepanthol,Skincare / Pharmaceuticals,158.0,121.0,,,,,,,,,,,,,,,,4.0,Bepanthol | Bepanthol (Bayer) | Bepanthol Derma | Bepanthol Tattoo
151.0,Sinsay,Fashion,156.0,91.0,,,,,,,,,,,,,,,,1.0,
152.0,Tarte Cosmetics,Beauty,154.0,104.0,,,,,,,,,,,,,,,,3.0,Tart | Tarte | Tarte Cosmetics
153.0,Vinted,Business,152.0,93.0,,,,,,,,,,,,,,,,1.0,
154.0,OLYMPOS,Food & Beverage,152.0,48.0,,,,,,,,,,,,,,,,2.0,OLYMPOS | OLYMPOS / KARPOS
155.0,Costas Gagos Architecture & Design,Architecture,152.0,2.0,,,,,,,,,,,,,,,,1.0,
156.0,Monster Energy,Beverage,151.0,49.0,,,,,,,,,,,,,,,,1.0,
157.0,sharosetofitness,Fitness,150.0,12.0,,,,,,,,,,,,,,,,7.0,Sharo Seto Fitness | Sharos Eto Fitness | Sharose to Fitness | Sharoseto Fitness | sharoseto | sharosetofitness | sharosetofitness (personal brand/service)
158.0,Public,Retail,150.0,90.0,,,,,,,,,,,,,,,,3.0,Public | Public Stores | Public.gr
159.0,Aria Hotels,Accommodation / Hospitality,148.0,5.0,,,,,,,,,,,,,,,,1.0,
160.0,Dove,Beauty,148.0,57.0,,,,,,,,,,,,,,,,1.0,
161.0,Gymshark,Apparel,147.0,48.0,,,,,,,,,,,,,,,,1.0,
162.0,FuzeTea,Beverage,146.0,5.0,,,,,,,,,,,,,,,,2.0,Fuze Tea | FuzeTea
163.0,Noble Senses,Beauty,146.0,27.0,,,,,,,,,,,,,,,,1.0,
164.0,Keller Williams,Real Estate,146.0,13.0,,,,,,,,,,,,,,,,7.0,Keller Williams | Keller Williams (KW Solutions Group) | Keller Williams (KW) | Keller Williams (KW) / REAL ESTATE AGENT ACADEMY | Keller Williams (KW) / solutionsgroupgr | Keller Williams Realty | Keller Williams Solutions Group
165.0,Calvin Klein,Fashion,145.0,97.0,,,,,,,,,,,,,,,,2.0,Calvin Klein | Calvin Klein Jeans
166.0,petshop88.gr,Pet,145.0,9.0,,,,,,,,,,,,,,,,3.0,Petshop 88 | petshop88 | petshop88.gr
167.0,Vassia Kostara,Fashion,145.0,29.0,,,,,,,,,,,,,,,,2.0,Vassia Kostara | Vassia Kostara Limited Collections
168.0,Lay's,Food,143.0,64.0,,,,,,,,,,,,,,,,1.0,
169.0,AB Vassilopoulos,Retail,140.0,72.0,,,,,,,,,,,,,,,,2.0,AB Vasilopoulos | AB Vassilopoulos
170.0,Christos Kavallaris,Business,139.0,34.0,,,,,,,,,,,,,,,,17.0,Christos Kavallaris | Christos Kavallaris (Accounting Services) | Christos Kavallaris (Self-promotion as an Accountant/Tax Advisor) | Christos Kavallaris (kavallaris_christos) | Christos Kavallaris / Kavallaris Team | Christos Kavallaris Accountant | Christos Kavallaris Accounting Services | Christos Kavallaris Logistis | Kavallaris | Kavallaris Christos | Kavallaris Team | Kavallaris.gr | ΧΡΗΣΤΟΣ ΚΑΒΑΛΛΑΡΗΣ ΛΟΓΙΣΤΗΣ | ΧΡΗΣΤΟΣ ΚΑΒΑΛΛΑΡΗΣ ΛΟΓΙΣΤΗΣ (Christos Kavallaris Accountant) | Χρήστος Καβαλλάρης | Χρήστος Καβαλλάρης (Christos Kavallaris) | Χρήστος Καβαλλάρης (Kavallaris.gr)
171.0,Dr. Jart+,Beauty,137.0,92.0,,,,,,,,,,,,,,,,3.0,Dr. Jart | Dr. Jart+ | Dr.Jart+
172.0,Lotus Biscoff,Confectionery,137.0,96.0,,,,,,,,,,,,,,,,1.0,
173.0,Swarovski,Crystals / Fashion Accessories,136.0,88.0,,,,,,,,,,,,,,,,1.0,
174.0,Bwoman.gr,Beauty,136.0,37.0,,,,,,,,,,,,,,,,2.0,Bwoman | Bwoman.gr
175.0,Guess,Apparel and Fashion,135.0,78.0,,,,,,,,,,,,,,,,1.0,
176.0,my eco shop,Beauty,135.0,2.0,,,,,,,,,,,,,,,,1.0,
177.0,FlexCar,Automotive,133.0,24.0,,,,,,,,,,,,,,,,4.0,Flex Car | Flex Stores | FlexCar | Flexmat
178.0,Panik Records,Entertainment,132.0,69.0,,,,,,,,,,,,,,,,1.0,
179.0,Nuxe,Beauty,132.0,62.0,,,,,,,,,,,,,,,,1.0,
180.0,Kappas Travel,Travel,131.0,56.0,,,,,,,,,,,,,,,,4.0,Kappa | Kappa Travel | Kappa's Travel | Kappas Travel
181.0,Mariwn's,Beauty,130.0,5.0,,,,,,,,,,,,,,,,4.0,Mariwn | Mariwn's | Mariwns | Mariwn’s
182.0,Miu Miu,Beauty,130.0,84.0,,,,,,,,,,,,,,,,1.0,
183.0,NIVEA,Beauty,130.0,94.0,,,,,,,,,,,,,,,,3.0,NIVEA | Nivea Men | Nivea Sun
184.0,Mya Collection,Fashion,129.0,13.0,,,,,,,,,,,,,,,,2.0,Mya Collection | mya_collection
185.0,Herboxa Nutrition,Health,128.0,20.0,,,,,,,,,,,,,,,,2.0,Herboxa | Herboxa Nutrition
186.0,Starbucks,Food,128.0,70.0,,,,,,,,,,,,,,,,2.0,Starbucks | Starbucks Greece
187.0,Hellmann's,Condiments,126.0,61.0,,,,,,,,,,,,,,,,1.0,
188.0,Village Cinemas,Cinema / Entertainment,125.0,49.0,,,,,,,,,,,,,,,,1.0,
189.0,Valentino,Beauty,124.0,69.0,,,,,,,,,,,,,,,,2.0,Valentino | Valentino Beauty
190.0,Avis,Automotive,124.0,16.0,,,,,,,,,,,,,,,,1.0,
191.0,Sol de Janeiro,Beauty,123.0,90.0,,,,,,,,,,,,,,,,2.0,Sol de Janeiro | Sol de Janeiro Inc
192.0,Kapsule.gr,Fashion,122.0,17.0,,,,,,,,,,,,,,,,2.0,Kapsule | Kapsule.gr
193.0,ION,Confectionery,122.0,91.0,,,,,,,,,,,,,,,,1.0,
194.0,instacar,Automotive,122.0,29.0,,,,,,,,,,,,,,,,2.0,Instacart | instacar
195.0,Tefal,Appliances,121.0,26.0,,,,,,,,,,,,,,,,1.0,
196.0,Glow Era,Beauty,121.0,37.0,,,,,,,,,,,,,,,,7.0,Glow & Go | Glow Bar | Glow Era | Glowbar | Glowera | Glowery | Glowras
197.0,SKAI TV,Entertainment,121.0,54.0,,,,,,,,,,,,,,,,2.0,SKAI | SKAI TV
198.0,Novexpert,Beauty,120.0,27.0,,,,,,,,,,,,,,,,1.0,
199.0,Solutions Group,Real Estate,120.0,8.0,,,,,,,,,,,,,,,,4.0,Solutions Group | Solutions Group GR | Solutions Group Real Estate | solutionsgroupgr
200.0,Sugar Skin,Beauty,119.0,65.0,,,,,,,,,,,,,,,,5.0,SUGAR | Sugar Skin | Sugarela | Sugarfree | Sugarskin
201.0,KETHESY,Education,119.0,24.0,,,,,,,,,,,,,,,,13.0,KETHESY | Kethesy.gr | ΚΕ.ΘΕ.Σ.Υ / Experiential Workshops with Andrianna | ΚΕ.ΘΕ.Σ.Υ. (KETHESY) | ΚΕ.ΘΕ.ΣΥ | ΚΕ.ΘΕ.ΣΥ (KETHE.SY) | ΚΕ.ΘΕ.ΣΥ (KETHESY) | ΚΕ.ΘΕ.ΣΥ (KETHESY) / Experiential Workshops with Andrianna | ΚΕ.ΘΕ.ΣΥ / Andrianna | ΚΕ.ΘΕ.ΣΥ / Βιωματικά Εργαστήρια ..με την Ανδριάννα | ΚΕ.ΘΕ.ΣΥ. | ΚΕ.ΘΕ.ΣΥ. (KETHESY) | ΚΕ.ΘΕ.ΣΥ. (Κέντρο Θεραπευτικής Συμβουλευτικής)
202.0,Chatziioannou Law,Business,119.0,8.0,,,,,,,,,,,,,,,,4.0,Chatziioannou Law | Chatziioannou Law Firm | Chatziioannoulaw | Chatziioannoulaw / Best Debut Author at Scrooge Awards
203.0,Rhode,Beauty,119.0,83.0,,,,,,,,,,,,,,,,2.0,Rhode | Rhode Skin
204.0,Clinique,Beauty,119.0,77.0,,,,,,,,,,,,,,,,1.0,
205.0,bet365,Betting / Gambling,117.0,11.0,,,,,,,,,,,,,,,,1.0,
206.0,Charlotte Tilbury,Beauty,116.0,69.0,,,,,,,,,,,,,,,,1.0,
207.0,Catrice Cosmetics,Beauty,116.0,74.0,,,,,,,,,,,,,,,,2.0,Catrice | Catrice Cosmetics
208.0,Sheglam,Beauty,115.0,51.0,,,,,,,,,,,,,,,,1.0,
209.0,Bobbi Brown,Beauty,115.0,52.0,,,,,,,,,,,,,,,,1.0,
210.0,Camomilla Blu,Beauty,114.0,62.0,,,,,,,,,,,,,,,,3.0,Camomilla BLU Greece | Camomilla Blu | Camomilla Blue
211.0,Avène,Beauty,113.0,63.0,,,,,,,,,,,,,,,,1.0,
212.0,Avgerinos Cosmetics,Beauty,113.0,17.0,,,,,,,,,,,,,,,,1.0,
213.0,NARS Cosmetics,Beauty,113.0,81.0,,,,,,,,,,,,,,,,2.0,NARS | NARS Cosmetics
214.0,Uber,Ride-hailing,112.0,50.0,,,,,,,,,,,,,,,,1.0,
215.0,Medicube,Beauty,111.0,60.0,,,,,,,,,,,,,,,,1.0,
216.0,MCB,Apparel,110.0,16.0,,,,,,,,,,,,,,,,1.0,
217.0,Nescafé,Food,109.0,70.0,,,,,,,,,,,,,,,,2.0,NESCAFÉ (Nestlé) | Nescafé
218.0,New Balance,Apparel,107.0,76.0,,,,,,,,,,,,,,,,1.0,
219.0,Fonbet,Betting/Gambling,107.0,8.0,,,,,,,,,,,,,,,,1.0,
220.0,Pnoe Studio,Fashion,107.0,34.0,,,,,,,,,,,,,,,,4.0,PNOE | Pnoe Greece | Pnoe Studio | pnoe.studio
221.0,Turkish Airlines,Airline,106.0,44.0,,,,,,,,,,,,,,,,2.0,Turkish Airlines | Turkish Airlines EuroLeague
222.0,MAKE UP FOR EVER,Beauty,106.0,66.0,,,,,,,,,,,,,,,,3.0,MAKE UP FOR EVER | Make Up Forever | Makeup Forever
223.0,BMW,Automotive,105.0,50.0,,,,,,,,,,,,,,,,1.0,
224.0,Disney,Entertainment,104.0,78.0,,,,,,,,,,,,,,,,3.0,Disney | Disney / Pixar | Disney+
225.0,Radiant Professional Make Up,Beauty,104.0,67.0,,,,,,,,,,,,,,,,3.0,Radiant Professional Make Up | Radiant Professional Make-Up | Radiant Professional Makeup
226.0,Vistabet,Entertainment,104.0,10.0,,,,,,,,,,,,,,,,1.0,
227.0,Hermès,Beauty,103.0,38.0,,,,,,,,,,,,,,,,1.0,
228.0,Miniso,Fashion,102.0,43.0,,,,,,,,,,,,,,,,5.0,MINI | Minimal Men's Clothing | Minimal Mens Clothing | Minimal Shop | Miniso
229.0,Pop Mart,Retail,102.0,54.0,,,,,,,,,,,,,,,,2.0,Pop Mart | Pop Mart (Labubu)
230.0,Pepsi,Beverages,102.0,50.0,,,,,,,,,,,,,,,,2.0,Pepsi | PepsiCo
231.0,Uriage,Beauty,102.0,58.0,,,,,,,,,,,,,,,,1.0,
232.0,Goody's Burger House,Fast Food,101.0,67.0,,,,,,,,,,,,,,,,1.0,
233.0,BeWell Podcast,Entertainment,100.0,8.0,,,,,,,,,,,,,,,,3.0,BeWell Podcast | BeWell podcast / BeWell Movement | BeWellPodcast
234.0,Biogel Original,Dietary Supplements,100.0,47.0,,,,,,,,,,,,,,,,2.0,BioGel Original Innovation | Biogel Original
235.0,Beauty of Joseon,Beauty,100.0,65.0,,,,,,,,,,,,,,,,1.0,
236.0,COSRX,Beauty,100.0,71.0,,,,,,,,,,,,,,,,1.0,
237.0,Lili Drogerie,Beauty,100.0,85.0,,,,,,,,,,,,,,,,2.0,Lili Drogerie | Lili Drogerie GR
238.0,Philips,Beauty,99.0,63.0,,,,,,,,,,,,,,,,1.0,
239.0,BSB Fashion,Fashion,99.0,34.0,,,,,,,,,,,,,,,,3.0,BSB | BSB Fashion | BSB Official
240.0,MorfoSkin,Beauty,99.0,18.0,,,,,,,,,,,,,,,,3.0,Morfo | Morfo Skin | MorfoSkin
241.0,Rodial,Beauty,98.0,9.0,,,,,,,,,,,,,,,,2.0,Rodial | Rodial Beauty
242.0,ETHERIO Scent Lab,Beauty,96.0,24.0,,,,,,,,,,,,,,,,1.0,
243.0,Muagreece,Beauty,96.0,26.0,,,,,,,,,,,,,,,,1.0,
244.0,Arla,Dairy,96.0,45.0,,,,,,,,,,,,,,,,1.0,
245.0,Too Faced,Beauty,96.0,63.0,,,,,,,,,,,,,,,,1.0,
246.0,MEGA TV,Entertainment,95.0,62.0,,,,,,,,,,,,,,,,5.0,MEGA | MEGA TV | Mega Fitness | MegaSun | MegaTan
247.0,Under Armour,Apparel,95.0,66.0,,,,,,,,,,,,,,,,1.0,
248.0,Papadopoulou,Food,94.0,74.0,,,,,,,,,,,,,,,,2.0,Papadopoulos | Papadopoulou
249.0,Tommy Hilfiger,Apparel,94.0,55.0,,,,,,,,,,,,,,,,1.0,
250.0,Melissa,Fashion,94.0,45.0,,,,,,,,,,,,,,,,2.0,Melissa | Melissa & Doug
251.0,Nikos Oikonomopoulos,Music,94.0,13.0,,,,,,,,,,,,,,,,2.0,Nikos Oikonomopoulos | Nikos Oikonomopoulos / Heaven Music
252.0,iFacebyChristina,Beauty,94.0,5.0,,,,,,,,,,,,,,,,4.0,iFace by Christina | iFace by Christina Academy | iFacebyChristina | iFacebyChristina Academy
253.0,7DAYS,Beauty,93.0,41.0,,,,,,,,,,,,,,,,1.0,
254.0,Il Toto,Food,93.0,21.0,,,,,,,,,,,,,,,,1.0,
255.0,CFMOTO,Automotive,93.0,15.0,,,,,,,,,,,,,,,,1.0,
256.0,Ο δικαστής που αγάπησε το κακό (The Judge Who Loved Evil),Publishing,93.0,10.0,,,,,,,,,,,,,,,,5.0,Ο Δικαστής που Αγάπησε το Κακό | Ο Δικαστής που Αγάπησε το Κακό (Kaktos Publications) | Ο Δικαστής που αγάπησε το κακό (Kaktos Publishing) | Ο δικαστής που αγάπησε το κακό (The Judge Who Loved Evil) | Ο δικαστής που αγάπησε το κακό (book)
257.0,My7Days,Beauty,93.0,27.0,,,,,,,,,,,,,,,,2.0,My7Days | my7days.gr
258.0,Kylie Cosmetics,Beauty,93.0,56.0,,,,,,,,,,,,,,,,2.0,Kylie Cosmetics | Kylie Skin
259.0,Oral-B,Beauty,92.0,71.0,,,,,,,,,,,,,,,,1.0,
260.0,Cheetos,Food,92.0,44.0,,,,,,,,,,,,,,,,1.0,
261.0,Pico Bello Clean,Cleaning Products,92.0,9.0,,,,,,,,,,,,,,,,5.0,Pico Bello | Pico Bello Clean | Picobello | Picobello Clean | Picobello Clean / Mr. Picobello
262.0,Lurpak,Dairy,91.0,34.0,,,,,,,,,,,,,,,,1.0,
263.0,Tommy G Cosmetics,Beauty,91.0,72.0,,,,,,,,,,,,,,,,3.0,Tommy G | Tommy G Cosmetics | TommyG Cosmetics
264.0,Untitled Folders,Apparel and Fashion,91.0,6.0,,,,,,,,,,,,,,,,2.0,Untitled Folders | untitled_folders
265.0,SkinCeuticals,Beauty,91.0,40.0,,,,,,,,,,,,,,,,1.0,
266.0,Huawei,Consumer Electronics,90.0,29.0,,,,,,,,,,,,,,,,1.0,
267.0,Old Spice,Beauty,90.0,62.0,,,,,,,,,,,,,,,,1.0,
268.0,Dioptra Books,Publishing,90.0,37.0,,,,,,,,,,,,,,,,4.0,Dioptra | Dioptra Books | Dioptra Editions | Dioptra Publications
269.0,Aloe Colors,Beauty,90.0,30.0,,,,,,,,,,,,,,,,2.0,Aloe Colors | Aloe Colors Lab
270.0,Doritos,Food,89.0,38.0,,,,,,,,,,,,,,,,1.0,
271.0,My Nutriplan,Nutrition,89.0,8.0,,,,,,,,,,,,,,,,4.0,My Nutri Academy | My Nutri Plan | My Nutriplan | my_nutriplan
272.0,Eurobank,Banking,88.0,17.0,,,,,,,,,,,,,,,,1.0,
273.0,Mpoulakis Projects,Automotive,88.0,5.0,,,,,,,,,,,,,,,,4.0,Mpoulakis Projects | Mpoulakis Projects / Mpoulakis Tyres | Mpoulakis Projects / Mpoulakis Tyres Chalkidiki | mpoulakis_projects
274.0,Intersport,Business,88.0,49.0,,,,,,,,,,,,,,,,1.0,
275.0,Oreo,Food,88.0,77.0,,,,,,,,,,,,,,,,2.0,Oreo | Oreo (Mondelez International)
276.0,John Stavrou Cosmetics,Beauty,88.0,16.0,,,,,,,,,,,,,,,,2.0,John Stavrou | John Stavrou Cosmetics
277.0,illy,Coffee / Food & Beverage,88.0,13.0,,,,,,,,,,,,,,,,1.0,
278.0,Tom Ford,Beauty,88.0,55.0,,,,,,,,,,,,,,,,2.0,Tom Ford | Tom Ford Beauty
279.0,Soul Diet,Health,87.0,10.0,,,,,,,,,,,,,,,,4.0,Soul Diet | SoulDiet | Souldiet.gr | soul.diet
280.0,KFC,Fast Food,87.0,76.0,,,,,,,,,,,,,,,,2.0,KFC | KFC (Kentucky Fried Chicken)
281.0,Lavish Care,Beauty,87.0,40.0,,,,,,,,,,,,,,,,1.0,
282.0,Coffee Island,Coffee / Beverages,87.0,47.0,,,,,,,,,,,,,,,,1.0,
283.0,Barilla,Food,86.0,56.0,,,,,,,,,,,,,,,,1.0,
284.0,Youth Lab,Beauty,86.0,46.0,,,,,,,,,,,,,,,,2.0,YOUTH LAB. | Youth Lab
285.0,VICKO,Home,86.0,48.0,,,,,,,,,,,,,,,,1.0,
286.0,Cosmos Sport,Retail,86.0,41.0,,,,,,,,,,,,,,,,2.0,Cosmos Sport | Cosmossport
287.0,BIODERMA,Beauty,86.0,54.0,,,,,,,,,,,,,,,,1.0,
288.0,MISKO,Food,86.0,33.0,,,,,,,,,,,,,,,,1.0,
289.0,TGI Fridays,Food,86.0,52.0,,,,,,,,,,,,,,,,2.0,TGI Fridays | TGI Fridays Greece
290.0,Anda Seat,Furniture,86.0,17.0,,,,,,,,,,,,,,,,2.0,Anda Seat | AndaSeat
291.0,Mercedes-Benz,Automotive,85.0,52.0,,,,,,,,,,,,,,,,2.0,Mercedes-Benz | Mercedes-Benz AMG
292.0,Pescanova,Food,85.0,14.0,,,,,,,,,,,,,,,,2.0,Pescanova | Pescanova Hellas
293.0,Social Outkast,Fashion,85.0,27.0,,,,,,,,,,,,,,,,4.0,Social Outcast | Social Outkast | SocialOutkast | SocialOutkast.gr
294.0,Andrianna Geronti,Self-Improvement,85.0,18.0,,,,,,,,,,,,,,,,9.0,Andriana Geronti | Andrianna Geronti | Andrianna Geronti (Experiential Workshop Service) | Andrianna Geronti (Professional Services) | Andrianna Geronti - Psychologist | Andrianna Geronti / Experiential Workshops | Andrianna Geronti / KE.THE.SY. | Andrianna Geronti / Kethesy | Andrianna Geronti Consulting
295.0,Madame Ginger,Lifestyle,85.0,11.0,,,,,,,,,,,,,,,,4.0,Madame Ginger | Madame Ginger E-shop | Madame Ginger Shop | Madame Ginger's Kitchen
296.0,Men of Style,Lifestyle,84.0,12.0,,,,,,,,,,,,,,,,2.0,Men of Style | Men of Style / Chris Papanikas
297.0,MAD TV,Entertainment,84.0,55.0,,,,,,,,,,,,,,,,4.0,MAD | MAD GYM BOUTIQUE | MAD TV | Mad Gym
298.0,UGG,Fashion,84.0,62.0,,,,,,,,,,,,,,,,1.0,
299.0,Notino,Beauty,83.0,45.0,,,,,,,,,,,,,,,,1.0,
300.0,Motorola,Electronics,83.0,28.0,,,,,,,,,,,,,,,,1.0,
301.0,CityKEP,Business,83.0,2.0,,,,,,,,,,,,,,,,2.0,City KEP | CityKEP
302.0,Pinko,Fashion,82.0,39.0,,,,,,,,,,,,,,,,1.0,
303.0,Dress2Undress,Apparel & Fashion,82.0,6.0,,,,,,,,,,,,,,,,1.0,
304.0,Makeup by Mario,Beauty,81.0,42.0,,,,,,,,,,,,,,,,2.0,Make Up By Mario | Makeup by Mario
305.0,Nikos Nikolaidis,Beauty,81.0,16.0,,,,,,,,,,,,,,,,4.0,Nikos Nikolaidis | Nikos Nikolaidis Hair Salon | Nikos Nikolaidis Hair Studio | Nikos Nikolaidis Salon
306.0,Organic Shop,Beauty,81.0,39.0,,,,,,,,,,,,,,,,2.0,Organic Shop | Organic Shop Greece
307.0,GRIGI Make Up,Beauty,81.0,31.0,,,,,,,,,,,,,,,,4.0,GRIGI Cosmetics | GRIGI Make Up | Grigi | Grigi Makeup
308.0,IQOS,Tobacco,81.0,67.0,,,,,,,,,,,,,,,,2.0,IQOS | IQOS (Philip Morris International)
309.0,Premier League,Entertainment,81.0,2.0,,,,,,,,,,,,,,,,1.0,
310.0,Kotsovolos,Business,80.0,60.0,,,,,,,,,,,,,,,,1.0,
311.0,Philadelphia,Dairy,80.0,48.0,,,,,,,,,,,,,,,,1.0,
312.0,Eldeco,Home,80.0,5.0,,,,,,,,,,,,,,,,2.0,Eldeco | Eldeco.gr
313.0,Skytelecom,Telecommunications,80.0,5.0,,,,,,,,,,,,,,,,2.0,Skytelecom | skytelcom
314.0,Jotis,Food,80.0,54.0,,,,,,,,,,,,,,,,9.0,Giotis | JOTIS S.A. | Jotis | Jotis (Γιώτης) | Yiotis | ΓΙΩΤΗΣ | ΓΙΩΤΗΣ (Jotis) | ΓΙΩΤΗΣ (Yiotis) | Γιώτης (Giotis)
315.0,Bioten,Beauty,80.0,48.0,,,,,,,,,,,,,,,,1.0,
316.0,Kuki,Food,79.0,20.0,,,,,,,,,,,,,,,,2.0,KuKirin | Kuki
317.0,Metaixmio,Publishing,79.0,45.0,,,,,,,,,,,,,,,,4.0,Metaixmio | Metaixmio (Εκδόσεις Μεταίχμιο) | Metaixmio Books | Metaixmio Publications
318.0,Kinder,Food,79.0,69.0,,,,,,,,,,,,,,,,3.0,Kinder | Kinder (Ferrero) | Kinder Joy
319.0,SIG Sportswear,Fashion,79.0,31.0,,,,,,,,,,,,,,,,2.0,SIG Sportswear | SIG. Sportswear
320.0,Gogoalshop,E-commerce / Apparel,79.0,9.0,,,,,,,,,,,,,,,,5.0,GOGOALSHOP.SE | GOGOASHOP | Gogo Shop | Gogoal Shop | Gogoalshop
321.0,Onassis Stegi,Art,79.0,6.0,,,,,,,,,,,,,,,,1.0,
322.0,The Travel Crew,Travel,79.0,10.0,,,,,,,,,,,,,,,,3.0,The Travel Crew | The Travel Crew / Escape Dream | The Travel Crew.GR
323.0,Epic Games,Gaming,78.0,26.0,,,,,,,,,,,,,,,,3.0,Epic Games | Epic Games (Fortnite) | Epic Games Store
324.0,Dimitris Stratos BEAUTY,Beauty,77.0,24.0,,,,,,,,,,,,,,,,1.0,
325.0,Supradyn,Health,77.0,57.0,,,,,,,,,,,,,,,,2.0,Supradyn | Supradyn (Bayer)
326.0,snappi,Business,77.0,45.0,,,,,,,,,,,,,,,,1.0,
327.0,Tsakiris Mallas,Fashion,77.0,25.0,,,,,,,,,,,,,,,,1.0,
328.0,ΑποφασίΖΩ (ApoFasizo),Education,77.0,8.0,,,,,,,,,,,,,,,,3.0,ΑποφασίΖΩ (ApoFasizo) | Αποφασίζω | αποφασίζω / Η ΔΥΝΑΜΙΚΗ ΤΗΣ ΕΠΙΤΥΧΙΑΣ
329.0,Aurora Natural Products,Beauty,76.0,25.0,,,,,,,,,,,,,,,,1.0,
330.0,Etihad Airways,Airline / Tourism,76.0,13.0,,,,,,,,,,,,,,,,2.0,Etihad Airways | Etihad Airways / Abu Dhabi
331.0,Pharmasept,Beauty,76.0,46.0,,,,,,,,,,,,,,,,1.0,
332.0,Printify,E-commerce,76.0,3.0,,,,,,,,,,,,,,,,1.0,
333.0,Visa,Finance,75.0,31.0,,,,,,,,,,,,,,,,1.0,
334.0,Bread Factory,Bakery / Confectionery,75.0,24.0,,,,,,,,,,,,,,,,1.0,
335.0,Mailo's - The Pasta Project,Food,75.0,52.0,,,,,,,,,,,,,,,,2.0,Mailo's - The Pasta Project | Mailo's The Pasta Project
336.0,Linum.gr,Art,74.0,18.0,,,,,,,,,,,,,,,,3.0,Linum | Linum Studio | Linum.gr
337.0,Delta,Food,74.0,51.0,,,,,,,,,,,,,,,,8.0,DELTA (ΔΕΛΤΑ) | Delta | Delta Restaurant | ΔΕΛΤΑ | ΔΕΛΤΑ (DELTA) | ΔΕΛΤΑ (Delta Food S.A.) | ΔΕΛΤΑ 360 | ΔΕΛΤΑ 360 (Delta 360)
338.0,Giochi Preziosi,Entertainment,74.0,59.0,,,,,,,,,,,,,,,,3.0,Giochi Preziosi | Giochi Preziosi Hellas | Giochi Preziosi Hellas (GPToys)
339.0,Natasa Theodoridou,Entertainment,74.0,5.0,,,,,,,,,,,,,,,,1.0,
340.0,Crocs,Apparel / Footwear,73.0,56.0,,,,,,,,,,,,,,,,1.0,
341.0,Evangelia,Music,73.0,13.0,,,,,,,,,,,,,,,,3.0,Evangelia | Evangelia Drosi | Evangelia Music
342.0,Alterlife,Fitness,73.0,32.0,,,,,,,,,,,,,,,,2.0,ALTERLIFE FITNESS | Alterlife
343.0,Sex Academy,Education,72.0,2.0,,,,,,,,,,,,,,,,1.0,
344.0,Cookie Man,Confectionery,72.0,15.0,,,,,,,,,,,,,,,,2.0,Cookie Man | Cookieman
345.0,Anastasia Beverly Hills,Beauty,72.0,25.0,,,,,,,,,,,,,,,,1.0,
346.0,Mind Your Style,Fashion,72.0,40.0,,,,,,,,,,,,,,,,2.0,MINDYOURSTYLE | Mind Your Style
347.0,Healthy Habits,Food,72.0,35.0,,,,,,,,,,,,,,,,2.0,HEALTHY HABITS FOODS | Healthy Habits
348.0,Golden Rose,Beauty,72.0,41.0,,,,,,,,,,,,,,,,2.0,Golden Rose | Golden Rose Cosmetics
349.0,Brain Balance Consulting,Health,71.0,3.0,,,,,,,,,,,,,,,,3.0,Brain Balance | Brain Balance Consult | Brain Balance Consulting
350.0,ASU ACTIVE,Activewear,71.0,16.0,,,,,,,,,,,,,,,,1.0,
351.0,N1 Casino,Entertainment,71.0,22.0,,,,,,,,,,,,,,,,1.0,
352.0,Saint Laurent,Fashion,71.0,57.0,,,,,,,,,,,,,,,,2.0,Saint Laurent | Saint Laurent (YSL)
353.0,Scandal Beauty,Beauty,70.0,26.0,,,,,,,,,,,,,,,,1.0,
354.0,Makeup Closet,Beauty,70.0,17.0,,,,,,,,,,,,,,,,2.0,Makeup Closet | Makeupcloset.gr
355.0,LEGO,DIY (Do It Yourself),70.0,47.0,,,,,,,,,,,,,,,,1.0,
356.0,Lacta,Food,70.0,59.0,,,,,,,,,,,,,,,,2.0,Lacta | Lacta (Mondelēz International)
357.0,Dettol,Cleaning / Hygiene Products,70.0,41.0,,,,,,,,,,,,,,,,1.0,
358.0,Surfless,Sports,70.0,10.0,,,,,,,,,,,,,,,,5.0,Surfless | Surfless Coach | Surfless Coaching | surfless. | surfless.coach
359.0,Alpro,Dairy Alternatives,70.0,37.0,,,,,,,,,,,,,,,,1.0,
360.0,Glow Recipe,Beauty,70.0,35.0,,,,,,,,,,,,,,,,1.0,
361.0,Jacquemus,Fashion,70.0,44.0,,,,,,,,,,,,,,,,1.0,
362.0,Clinéa,Beauty,69.0,47.0,,,,,,,,,,,,,,,,1.0,
363.0,Nikos Vertis,Music,69.0,12.0,,,,,,,,,,,,,,,,2.0,Nikos Vertis | Nikos Vertis / Heaven Music
364.0,Moneto,Insurance,69.0,8.0,,,,,,,,,,,,,,,,2.0,Moneto | Moneto.gr
365.0,Skin1004,Beauty,68.0,38.0,,,,,,,,,,,,,,,,2.0,SKIN 1004 | Skin1004
366.0,Jet2,Travel,68.0,61.0,,,,,,,,,,,,,,,,1.0,
